source,strategy,T,n,mean,std,ci_low,ci_high
ablation,cerm,894,19,0.024649182465206466,0.029846974100252822,0.01122834614983717,0.03807001878057576
ablation,cerm,895,19,0.024742179078181655,0.02988555417479955,0.011303995045627119,0.03818036311073619
ablation,cerm,896,19,0.02483517569115684,0.029925009001866523,0.011379250604713946,0.038291100777599736
ablation,cerm,897,19,0.02473216388029913,0.029917729064163186,0.011279512253067692,0.03818481550753057
ablation,cerm,898,19,0.024629152069441412,0.029911384768759645,0.011179353185334329,0.0380789509535485
ablation,cerm,899,19,0.0245261402585837,0.02990597671112128,0.01107877313375998,0.03797350738340742
ablation,cerm,900,19,0.02442312844772599,0.029901505399238693,0.010977771869924208,0.037868485025527775
ablation,cerm,901,19,0.024320116636868273,0.029897971253389468,0.010876349204847159,0.037763884068889385
ablation,cerm,902,19,0.024217104826010562,0.029895374605940887,0.010774504989078285,0.03765970466294284
ablation,cerm,903,19,0.024114093015152847,0.029893715701193747,0.010672239112766544,0.03755594691753915
ablation,cerm,904,19,0.024011081204295136,0.02989299469526749,0.010569551505712082,0.03745261090287819
ablation,cerm,905,19,0.023908069393437422,0.029893211656026736,0.01046644213739923,0.037349696649475614
ablation,cerm,906,19,0.02380505758257971,0.02989436656304939,0.010362911017010897,0.03724720414814853
ablation,cerm,907,19,0.023702045771721997,0.029896459307636215,0.01025895819342421,0.03714513335001979
ablation,cerm,908,19,0.023599033960864286,0.029899489692862,0.01015458375518755,0.03704348416654102
ablation,cerm,909,19,0.023496022150006575,0.02990345743366817,0.010049787830478883,0.036942256469534265
ablation,cerm,910,19,0.023393010339148857,0.02990836215699678,0.009944570587045507,0.036841450091252205
ablation,cerm,911,19,0.023289998528291143,0.029914203401965767,0.00983893223212529,0.03674106482445699
ablation,cerm,912,19,0.023186986717433432,0.029920980620085184,0.009732873012349383,0.03664110042251748
ablation,cerm,913,19,0.023133293534667282,0.030028509537065377,0.009630828931796651,0.036635758137537916
ablation,cerm,914,19,0.02307960035190113,0.03013808941402631,0.009527862627165238,0.036631338076637016
ablation,cerm,915,19,0.02302590716913498,0.030249697962098213,0.009423984120753287,0.03662783021751667
