t_size,delta_auc,abs_error_roc_auc_diff,seed,strategy,true_delta,pos_label
4,0.5,0.4735038783468968,0,random,0.026496121653103222,professor
20,0.11363636363636376,0.08714024198326054,0,random,0.026496121653103222,professor
36,0.19705882352941184,0.17056270187630862,0,random,0.026496121653103222,professor
52,0.0758928571428572,0.049396735489753985,0,random,0.026496121653103222,professor
68,0.08992704826038167,0.06343092660727845,0,random,0.026496121653103222,professor
84,0.07007198756578426,0.04357586591268103,0,random,0.026496121653103222,professor
100,0.0332207207207208,0.006724599067617576,0,random,0.026496121653103222,professor
116,0.0185185185185186,0.007977603134584621,0,random,0.026496121653103222,professor
132,0.029399172256314943,0.002903050603211721,0,random,0.026496121653103222,professor
148,0.02792424242424263,0.0014281207711394073,0,random,0.026496121653103222,professor
164,-0.01954212454212456,0.04603824619522778,0,random,0.026496121653103222,professor
180,-0.028045565031104336,0.05454168668420756,0,random,0.026496121653103222,professor
196,-0.02437786708886458,0.0508739887419678,0,random,0.026496121653103222,professor
212,-0.030409839135883354,0.056905960788986576,0,random,0.026496121653103222,professor
228,-0.028517827545863517,0.05501394919896674,0,random,0.026496121653103222,professor
244,-0.04696366782006911,0.07345978947317233,0,random,0.026496121653103222,professor
260,-0.041097832328452544,0.06759395398155577,0,random,0.026496121653103222,professor
276,-0.04038210199865844,0.06687822365176166,0,random,0.026496121653103222,professor
292,-0.04004071850714319,0.06653684016024641,0,random,0.026496121653103222,professor
308,-0.032221664412184436,0.05871778606528766,0,random,0.026496121653103222,professor
324,-0.036709485811789344,0.06320560746489257,0,random,0.026496121653103222,professor
340,-0.022217979845446933,0.048714101498550155,0,random,0.026496121653103222,professor
356,-0.022443804025201408,0.04893992567830463,0,random,0.026496121653103222,professor
372,-0.025735019252679847,0.05223114090578307,0,random,0.026496121653103222,professor
388,-0.03926026296335117,0.06575638461645439,0,random,0.026496121653103222,professor
404,-0.049032068584455524,0.07552819023755875,0,random,0.026496121653103222,professor
420,-0.045491011457834296,0.07198713311093752,0,random,0.026496121653103222,professor
436,-0.043466489070358105,0.06996261072346133,0,random,0.026496121653103222,professor
452,-0.03314069869088543,0.05963682034398865,0,random,0.026496121653103222,professor
468,-0.033820365368313565,0.06031648702141679,0,random,0.026496121653103222,professor
484,-0.033814446815287336,0.06031056846839056,0,random,0.026496121653103222,professor
500,-0.028138347604984904,0.054634469258088125,0,random,0.026496121653103222,professor
516,-0.026860578662249335,0.053356700315352557,0,random,0.026496121653103222,professor
532,-0.023220195514088826,0.04971631716719205,0,random,0.026496121653103222,professor
548,-0.02506183123748429,0.05155795289058751,0,random,0.026496121653103222,professor
564,-0.021588743920282316,0.04808486557338554,0,random,0.026496121653103222,professor
580,-0.027570833468627765,0.054066955121730986,0,random,0.026496121653103222,professor
596,-0.02210089205744825,0.04859701371055147,0,random,0.026496121653103222,professor
612,-0.01607953935569617,0.04257566100879939,0,random,0.026496121653103222,professor
628,-0.017672124922998078,0.0441682465761013,0,random,0.026496121653103222,professor
644,-0.009587173579108987,0.03608329523221221,0,random,0.026496121653103222,professor
660,-0.01515115319463134,0.04164727484773456,0,random,0.026496121653103222,professor
676,-0.015752044143542032,0.042248165796645254,0,random,0.026496121653103222,professor
692,-0.0134470985664501,0.03994322021955332,0,random,0.026496121653103222,professor
708,-0.011838912063469986,0.03833503371657321,0,random,0.026496121653103222,professor
724,-0.012061442536460909,0.03855756418956413,0,random,0.026496121653103222,professor
740,-0.014577209017668014,0.041073330670771235,0,random,0.026496121653103222,professor
756,-0.0072758158873147405,0.03377193754041796,0,random,0.026496121653103222,professor
772,-0.009441337676391104,0.035937459329494326,0,random,0.026496121653103222,professor
788,-0.006323042616885655,0.032819164269988876,0,random,0.026496121653103222,professor
804,-0.003586580035708553,0.030082701688811775,0,random,0.026496121653103222,professor
820,-0.005286025122933746,0.03178214677603697,0,random,0.026496121653103222,professor
836,0.0012983178529395456,0.025197803800163676,0,random,0.026496121653103222,professor
852,0.00418443798524093,0.022311683667862292,0,random,0.026496121653103222,professor
868,0.00703143458131017,0.019464687071793052,0,random,0.026496121653103222,professor
884,0.0038708257930359924,0.02262529586006723,0,random,0.026496121653103222,professor
900,0.0032748182964245087,0.023221303356678713,0,random,0.026496121653103222,professor
916,0.007328865537881035,0.019167256115222187,0,random,0.026496121653103222,professor
932,0.002117468350721352,0.02437865330238187,0,random,0.026496121653103222,professor
948,-0.0006109173732594675,0.02710703902636269,0,random,0.026496121653103222,professor
964,0.0031092549366859012,0.02338686671641732,0,random,0.026496121653103222,professor
980,0.006208032791839235,0.020288088861263986,0,random,0.026496121653103222,professor
996,0.005878060672391383,0.02061806098071184,0,random,0.026496121653103222,professor
1012,0.005086841576322776,0.021409280076780446,0,random,0.026496121653103222,professor
1028,0.005591872630099304,0.020904249023003918,0,random,0.026496121653103222,professor
1044,0.0014012596744714667,0.025094861978631755,0,random,0.026496121653103222,professor
1060,-0.00010528750182570157,0.026601409154928923,0,random,0.026496121653103222,professor
1076,0.007035026030230651,0.01946109562287257,0,random,0.026496121653103222,professor
1092,0.009089841759554296,0.017406279893548926,0,random,0.026496121653103222,professor
1108,0.014639459962556112,0.01185666169054711,0,random,0.026496121653103222,professor
1124,0.014979862643353381,0.01151625900974984,0,random,0.026496121653103222,professor
1140,0.014435596833799691,0.01206052481930353,0,random,0.026496121653103222,professor
1156,0.01815743703966355,0.008338684613439673,0,random,0.026496121653103222,professor
1172,0.0142131087337668,0.012283012919336422,0,random,0.026496121653103222,professor
1188,0.014475020190252375,0.012021101462850847,0,random,0.026496121653103222,professor
1204,0.01641124160262919,0.010084880050474032,0,random,0.026496121653103222,professor
1220,0.014242222229062795,0.012253899424040426,0,random,0.026496121653103222,professor
1236,0.01520444643698382,0.011291675216119401,0,random,0.026496121653103222,professor
1252,0.011846197655515756,0.014649923997587466,0,random,0.026496121653103222,professor
1268,0.013320558806046545,0.013175562847056677,0,random,0.026496121653103222,professor
1284,0.013282774905738037,0.013213346747365184,0,random,0.026496121653103222,professor
1300,0.011993023126060987,0.014503098527042235,0,random,0.026496121653103222,professor
1316,0.009959783622124574,0.016536338030978648,0,random,0.026496121653103222,professor
1332,0.009361066830356535,0.017135054822746687,0,random,0.026496121653103222,professor
1348,0.009024168034513336,0.017471953618589886,0,random,0.026496121653103222,professor
1364,0.00978056762981716,0.01671555402328606,0,random,0.026496121653103222,professor
1380,0.006618817817335976,0.019877303835767246,0,random,0.026496121653103222,professor
1396,0.009151531450571793,0.01734459020253143,0,random,0.026496121653103222,professor
1412,0.009760021351291726,0.016736100301811496,0,random,0.026496121653103222,professor
1428,0.010584475595873721,0.0159116460572295,0,random,0.026496121653103222,professor
1444,0.011469327874375712,0.01502679377872751,0,random,0.026496121653103222,professor
1460,0.010609822572157701,0.01588629908094552,0,random,0.026496121653103222,professor
1476,0.012871830871426182,0.01362429078167704,0,random,0.026496121653103222,professor
1492,0.007340411063510133,0.01915571058959309,0,random,0.026496121653103222,professor
1508,0.0055474484807460644,0.020948673172357157,0,random,0.026496121653103222,professor
1524,-0.0009624477508272111,0.027458569403930433,0,random,0.026496121653103222,professor
1540,-0.002715324117578688,0.02921144577068191,0,random,0.026496121653103222,professor
1556,-0.0027824769718908238,0.029278598624994046,0,random,0.026496121653103222,professor
1572,-0.00015179237150397817,0.0266479140246072,0,random,0.026496121653103222,professor
1588,-0.00015969358281731072,0.026655815235920532,0,random,0.026496121653103222,professor
1604,-0.00010340394456020974,0.02659952559766343,0,random,0.026496121653103222,professor
1620,-0.0016134814003038178,0.02810960305340704,0,random,0.026496121653103222,professor
1636,-0.0009979920083342808,0.027494113661437503,0,random,0.026496121653103222,professor
1652,0.00125657862727091,0.02523954302583231,0,random,0.026496121653103222,professor
1668,-0.0001630133337516826,0.026659134986854904,0,random,0.026496121653103222,professor
1684,0.0029562324557227404,0.02353988919738048,0,random,0.026496121653103222,professor
1700,0.00011848806957237557,0.026377633583530846,0,random,0.026496121653103222,professor
1716,-0.003664088764339102,0.030160210417442324,0,random,0.026496121653103222,professor
1732,-0.0007710799786279088,0.02726720163173113,0,random,0.026496121653103222,professor
1748,-0.0018849740993759356,0.028381095752479157,0,random,0.026496121653103222,professor
1764,-0.005004498928175116,0.03150062058127834,0,random,0.026496121653103222,professor
1780,-0.008794894049891089,0.03529101570299431,0,random,0.026496121653103222,professor
1796,-0.007604137631614161,0.03410025928471738,0,random,0.026496121653103222,professor
1812,-0.007957376143466255,0.03445349779656948,0,random,0.026496121653103222,professor
1828,-0.008083520058834726,0.03457964171193795,0,random,0.026496121653103222,professor
1844,-0.005471513859573562,0.031967635512676784,0,random,0.026496121653103222,professor
1860,-0.00574764436923525,0.03224376602233847,0,random,0.026496121653103222,professor
1876,-0.006436203634587634,0.032932325287690856,0,random,0.026496121653103222,professor
1892,-0.006003634635660116,0.03249975628876334,0,random,0.026496121653103222,professor
1908,-0.005705286088391159,0.03220140774149438,0,random,0.026496121653103222,professor
1924,-0.005814988447399694,0.032311110100502916,0,random,0.026496121653103222,professor
1940,-0.0069334208738611736,0.033429542526964395,0,random,0.026496121653103222,professor
1956,-0.009038039003686493,0.035534160656789715,0,random,0.026496121653103222,professor
1972,-0.007045698475798945,0.03354182012890217,0,random,0.026496121653103222,professor
1988,-0.00597051668818982,0.03246663834129304,0,random,0.026496121653103222,professor
2004,-0.004422626888512471,0.030918748541615693,0,random,0.026496121653103222,professor
2020,-0.0052165367776286775,0.0317126584307319,0,random,0.026496121653103222,professor
2036,-0.007464376989003263,0.033960498642106485,0,random,0.026496121653103222,professor
2052,-0.007058683507769614,0.033554805160872836,0,random,0.026496121653103222,professor
2068,-0.007047286277191089,0.03354340793029431,0,random,0.026496121653103222,professor
2084,-0.008500755460855491,0.03499687711395871,0,random,0.026496121653103222,professor
2100,-0.010458369211222562,0.036954490864325784,0,random,0.026496121653103222,professor
2116,-0.013474690321643612,0.039970811974746834,0,random,0.026496121653103222,professor
2132,-0.014081779620500057,0.04057790127360328,0,random,0.026496121653103222,professor
2148,-0.012927706108847636,0.03942382776195086,0,random,0.026496121653103222,professor
2164,-0.01289863851573625,0.03939476016883947,0,random,0.026496121653103222,professor
2180,-0.01003157451999237,0.03652769617309559,0,random,0.026496121653103222,professor
2196,-0.008258264014984196,0.03475438566808742,0,random,0.026496121653103222,professor
