t_size,delta_auc,abs_error_roc_auc_diff,seed,strategy,true_delta,pos_label
20,0.0669642857142857,0.04046816406118248,2,stratified,0.026496121653103222,professor
36,-0.022321428571428603,0.048817550224531825,2,stratified,0.026496121653103222,professor
52,0.0409722222222223,0.014476100569119077,2,stratified,0.026496121653103222,professor
68,0.059626152832674695,0.03313003117957147,2,stratified,0.026496121653103222,professor
84,0.04700779516050446,0.02051167350740124,2,stratified,0.026496121653103222,professor
100,0.022934173669467817,0.003561947983635405,2,stratified,0.026496121653103222,professor
116,0.03521469563435131,0.00871857398124809,2,stratified,0.026496121653103222,professor
132,0.02259259259259272,0.003903529060510502,2,stratified,0.026496121653103222,professor
148,0.029461830738920503,0.0029657090858172808,2,stratified,0.026496121653103222,professor
164,0.02473958333333348,0.0017565383197697404,2,stratified,0.026496121653103222,professor
180,0.004191856316039577,0.022304265337063645,2,stratified,0.026496121653103222,professor
196,-0.008665481820715915,0.035161603473819136,2,stratified,0.026496121653103222,professor
212,-0.019952660994327687,0.04644878264743091,2,stratified,0.026496121653103222,professor
228,-0.00537145197410005,0.03186757362720327,2,stratified,0.026496121653103222,professor
244,0.011548944760982671,0.01494717689212055,2,stratified,0.026496121653103222,professor
260,-0.0024477864521912363,0.028943908105294458,2,stratified,0.026496121653103222,professor
276,0.023522142939572888,0.002973978713530334,2,stratified,0.026496121653103222,professor
292,0.012412762869406735,0.014083358783696487,2,stratified,0.026496121653103222,professor
308,0.022980000151682778,0.003516121501420444,2,stratified,0.026496121653103222,professor
324,0.01059493617677143,0.01590118547633179,2,stratified,0.026496121653103222,professor
340,0.012956667201152516,0.013539454451950705,2,stratified,0.026496121653103222,professor
356,0.004262709595023395,0.022233412058079827,2,stratified,0.026496121653103222,professor
372,-0.0014018160909565758,0.027897937744059798,2,stratified,0.026496121653103222,professor
388,-0.008759749569666742,0.03525587122276996,2,stratified,0.026496121653103222,professor
404,-0.0005854304284172995,0.02708155208152052,2,stratified,0.026496121653103222,professor
420,-0.00274638124451565,0.02924250289761887,2,stratified,0.026496121653103222,professor
436,-0.007343643614434403,0.033839765267537625,2,stratified,0.026496121653103222,professor
452,0.0010371572871572532,0.02545896436594597,2,stratified,0.026496121653103222,professor
468,0.007882599580712912,0.01861352207239031,2,stratified,0.026496121653103222,professor
484,0.00038828919779454463,0.026107832455308677,2,stratified,0.026496121653103222,professor
500,0.009749551216489794,0.016746570436613428,2,stratified,0.026496121653103222,professor
516,0.01918134011122885,0.007314781541874371,2,stratified,0.026496121653103222,professor
532,0.009744792084242837,0.016751329568860385,2,stratified,0.026496121653103222,professor
548,0.02496948429192536,0.0015266373611778628,2,stratified,0.026496121653103222,professor
564,0.03205126590144858,0.005555144248345356,2,stratified,0.026496121653103222,professor
580,0.03669295634920633,0.010196834696103108,2,stratified,0.026496121653103222,professor
596,0.035753947360353644,0.009257825707250422,2,stratified,0.026496121653103222,professor
612,0.037033249826124215,0.010537128173020993,2,stratified,0.026496121653103222,professor
628,0.04051478237524753,0.014018660722144305,2,stratified,0.026496121653103222,professor
644,0.03903937026787563,0.012543248614772406,2,stratified,0.026496121653103222,professor
660,0.033712006687721674,0.007215885034618452,2,stratified,0.026496121653103222,professor
676,0.03389682691027085,0.007400705257167628,2,stratified,0.026496121653103222,professor
692,0.03349218494861328,0.006996063295510058,2,stratified,0.026496121653103222,professor
708,0.023919459707793855,0.0025766619453093664,2,stratified,0.026496121653103222,professor
724,0.025531160758433535,0.0009649608946696864,2,stratified,0.026496121653103222,professor
740,0.02593432247255545,0.0005617991805477729,2,stratified,0.026496121653103222,professor
756,0.01633413508185988,0.010161986571243342,2,stratified,0.026496121653103222,professor
772,0.023216791619076416,0.003279330034026806,2,stratified,0.026496121653103222,professor
788,0.023428196029497306,0.003067925623605916,2,stratified,0.026496121653103222,professor
804,0.02821780555213471,0.0017216838990314898,2,stratified,0.026496121653103222,professor
820,0.032141293881341904,0.005645172228238682,2,stratified,0.026496121653103222,professor
836,0.034360284635587046,0.007864162982483824,2,stratified,0.026496121653103222,professor
852,0.03035649861510492,0.0038603769620016992,2,stratified,0.026496121653103222,professor
868,0.03855136305858409,0.012055241405480865,2,stratified,0.026496121653103222,professor
884,0.03953904185142598,0.01304292019832276,2,stratified,0.026496121653103222,professor
900,0.03962797212811875,0.013131850475015527,2,stratified,0.026496121653103222,professor
916,0.03781594194414328,0.011319820291040061,2,stratified,0.026496121653103222,professor
932,0.039791633015668015,0.013295511362564794,2,stratified,0.026496121653103222,professor
948,0.03781196742307791,0.011315845769974686,2,stratified,0.026496121653103222,professor
964,0.039731091019331255,0.013234969366228033,2,stratified,0.026496121653103222,professor
980,0.03688706788059781,0.01039094622749459,2,stratified,0.026496121653103222,professor
996,0.033289701928531645,0.006793580275428424,2,stratified,0.026496121653103222,professor
1012,0.031213637006244688,0.004717515353141466,2,stratified,0.026496121653103222,professor
1028,0.0299494253795356,0.0034533037264323774,2,stratified,0.026496121653103222,professor
1044,0.03154953994975074,0.005053418296647516,2,stratified,0.026496121653103222,professor
1060,0.034168861414564766,0.0076727397614615445,2,stratified,0.026496121653103222,professor
1076,0.028632803668205198,0.002136682015101976,2,stratified,0.026496121653103222,professor
1092,0.02317354893961243,0.00332257271349079,2,stratified,0.026496121653103222,professor
1108,0.020073923089791168,0.006422198563312054,2,stratified,0.026496121653103222,professor
1124,0.02352273090717827,0.002973390745924953,2,stratified,0.026496121653103222,professor
1140,0.02611118701104087,0.0003849346420623512,2,stratified,0.026496121653103222,professor
1156,0.027672606481926487,0.0011764848288232654,2,stratified,0.026496121653103222,professor
1172,0.032491178863266246,0.005995057210163024,2,stratified,0.026496121653103222,professor
1188,0.03362511959588099,0.0071289979427777705,2,stratified,0.026496121653103222,professor
1204,0.036180970303856363,0.009684848650753142,2,stratified,0.026496121653103222,professor
1220,0.04154191833097842,0.0150457966778752,2,stratified,0.026496121653103222,professor
1236,0.04447864603660201,0.017982524383498788,2,stratified,0.026496121653103222,professor
1252,0.04738262291241324,0.02088650125931002,2,stratified,0.026496121653103222,professor
1268,0.042216369423957345,0.015720247770854123,2,stratified,0.026496121653103222,professor
1284,0.045158056118839274,0.018661934465736052,2,stratified,0.026496121653103222,professor
1300,0.0496002446619247,0.023104123008821476,2,stratified,0.026496121653103222,professor
1316,0.049970745326059385,0.023474623672956163,2,stratified,0.026496121653103222,professor
1332,0.04977543206673396,0.02327931041363074,2,stratified,0.026496121653103222,professor
1348,0.05338556926812488,0.026889447615021655,2,stratified,0.026496121653103222,professor
1364,0.05327565939266421,0.026779537739560988,2,stratified,0.026496121653103222,professor
