t_size,delta_auc,abs_error_roc_auc_diff,seed,strategy,true_delta,pos_label
20,0.5873015873015872,0.560805465648484,17,random,0.026496121653103222,professor
36,0.4471794871794871,0.42068336552638386,17,random,0.026496121653103222,professor
52,0.44396706050841395,0.4174709388553107,17,random,0.026496121653103222,professor
68,0.35082304526748975,0.32432692361438653,17,random,0.026496121653103222,professor
84,0.34448529411764695,0.3179891724645437,17,random,0.026496121653103222,professor
100,0.33155245838172676,0.30505633672862353,17,random,0.026496121653103222,professor
116,0.2332324460352142,0.20673632438211098,17,random,0.026496121653103222,professor
132,0.2620587481581138,0.23556262650501059,17,random,0.026496121653103222,professor
148,0.2222828842532233,0.19578676260012007,17,random,0.026496121653103222,professor
164,0.266846955128205,0.24035083347510178,17,random,0.026496121653103222,professor
180,0.24097363083164314,0.21447750917853992,17,random,0.026496121653103222,professor
196,0.22684892773207987,0.20035280607897665,17,random,0.026496121653103222,professor
212,0.2044335466496514,0.1779374249965482,17,random,0.026496121653103222,professor
228,0.16732873138985382,0.1408326097367506,17,random,0.026496121653103222,professor
244,0.17434941899775158,0.14785329734464836,17,random,0.026496121653103222,professor
260,0.1739185132314226,0.14742239157831938,17,random,0.026496121653103222,professor
276,0.1565144087938205,0.13001828714071728,17,random,0.026496121653103222,professor
292,0.1532947613519009,0.12679863969879768,17,random,0.026496121653103222,professor
308,0.1558099591187826,0.12931383746567937,17,random,0.026496121653103222,professor
324,0.13295392617426505,0.10645780452116183,17,random,0.026496121653103222,professor
340,0.11119091875963527,0.08469479710653205,17,random,0.026496121653103222,professor
356,0.11602641755579368,0.08953029590269046,17,random,0.026496121653103222,professor
372,0.1078277605883936,0.08133163893529038,17,random,0.026496121653103222,professor
388,0.08932705575041366,0.06283093409731044,17,random,0.026496121653103222,professor
404,0.09239592351711479,0.06589980186401156,17,random,0.026496121653103222,professor
420,0.1010713919308277,0.07457527027772448,17,random,0.026496121653103222,professor
436,0.08079989056810244,0.05430376891499922,17,random,0.026496121653103222,professor
452,0.0929605926745517,0.06646447102144848,17,random,0.026496121653103222,professor
468,0.09305012226999954,0.06655400061689631,17,random,0.026496121653103222,professor
484,0.09282650938536952,0.0663303877322663,17,random,0.026496121653103222,professor
500,0.08025454271458077,0.053758421061477546,17,random,0.026496121653103222,professor
516,0.0761952054243682,0.049699083771264974,17,random,0.026496121653103222,professor
532,0.07599705536735613,0.049500933714252904,17,random,0.026496121653103222,professor
548,0.07595391085393088,0.04945778920082766,17,random,0.026496121653103222,professor
564,0.08427723477602433,0.05778111312292111,17,random,0.026496121653103222,professor
580,0.07584428954646127,0.04934816789335805,17,random,0.026496121653103222,professor
596,0.0709523314523316,0.044456209799228374,17,random,0.026496121653103222,professor
