t_size,delta_auc,abs_error_roc_auc_diff,seed,strategy,true_delta,pos_label
20,0.2321428571428572,0.20564673548975398,17,power,0.026496121653103222,professor
36,0.14642857142857135,0.11993244977546813,17,power,0.026496121653103222,professor
52,-0.023339598997493827,0.04983572065059705,17,power,0.026496121653103222,professor
68,-0.01777777777777778,0.044273899430881,17,power,0.026496121653103222,professor
84,-0.020527859237536528,0.04702398089063975,17,power,0.026496121653103222,professor
100,0.021283391405342633,0.005212730247760589,17,power,0.026496121653103222,professor
116,-0.00758815652432665,0.03408427817742987,17,power,0.026496121653103222,professor
132,0.013795068099808794,0.012701053553294428,17,power,0.026496121653103222,professor
148,0.03638422980528244,0.00988810815217922,17,power,0.026496121653103222,professor
164,0.015452724358974379,0.011043397294128843,17,power,0.026496121653103222,professor
180,-0.012442711826514685,0.03893883347961791,17,power,0.026496121653103222,professor
196,-0.012298619102416586,0.03879474075551981,17,power,0.026496121653103222,professor
212,-0.01535243407707898,0.0418485557301822,17,power,0.026496121653103222,professor
228,-0.02015180265654648,0.0466479243096497,17,power,0.026496121653103222,professor
244,-0.038506527080422015,0.06500264873352524,17,power,0.026496121653103222,professor
260,-0.02419774616585002,0.05069386781895324,17,power,0.026496121653103222,professor
276,-0.019931773879142245,0.04642789553224547,17,power,0.026496121653103222,professor
292,-0.018208919216983754,0.044705040870086976,17,power,0.026496121653103222,professor
308,-0.025754279197607755,0.052250400850710976,17,power,0.026496121653103222,professor
324,-0.025574194324194277,0.0520703159772975,17,power,0.026496121653103222,professor
340,-0.0349258644528988,0.061421986106002024,17,power,0.026496121653103222,professor
356,-0.016603063892411507,0.04309918554551473,17,power,0.026496121653103222,professor
372,-0.04025780200902496,0.06675392366212818,17,power,0.026496121653103222,professor
388,-0.04052806949148402,0.06702419114458724,17,power,0.026496121653103222,professor
404,-0.03649945241019281,0.06299557406329603,17,power,0.026496121653103222,professor
420,-0.04484834450077191,0.07134446615387513,17,power,0.026496121653103222,professor
436,-0.04195941599578956,0.06845553764889278,17,power,0.026496121653103222,professor
452,-0.052240228027896296,0.07873634968099952,17,power,0.026496121653103222,professor
468,-0.06224348008622216,0.08873960173932538,17,power,0.026496121653103222,professor
484,-0.06442906707719676,0.09092518873029998,17,power,0.026496121653103222,professor
500,-0.06122105407819689,0.08771717573130011,17,power,0.026496121653103222,professor
516,-0.06804318125825881,0.09453930291136203,17,power,0.026496121653103222,professor
532,-0.06542807921941718,0.0919242008725204,17,power,0.026496121653103222,professor
