t_size,delta_auc,abs_error_roc_auc_diff,seed,strategy,true_delta,pos_label
20,0.34375,0.3172538783468968,15,stratified,0.026496121653103222,professor
36,0.15384615384615374,0.12735003219305052,15,stratified,0.026496121653103222,professor
52,0.0563418349796061,0.029845713326502876,15,stratified,0.026496121653103222,professor
68,0.08978174603174616,0.06328562437864294,15,stratified,0.026496121653103222,professor
84,0.0786458333333333,0.05214971168023008,15,stratified,0.026496121653103222,professor
100,0.057668067226890884,0.031171945573787663,15,stratified,0.026496121653103222,professor
116,0.052687809266756536,0.026191687613653314,15,stratified,0.026496121653103222,professor
132,0.0578807556080283,0.03138463395492508,15,stratified,0.026496121653103222,professor
148,0.04816709292412613,0.02167097127102291,15,stratified,0.026496121653103222,professor
164,0.07289351386624776,0.04639739221314454,15,stratified,0.026496121653103222,professor
180,0.06920649759191433,0.04271037593881111,15,stratified,0.026496121653103222,professor
196,0.05562415866683712,0.0291280370137339,15,stratified,0.026496121653103222,professor
212,0.04784445498629575,0.021348333333192526,15,stratified,0.026496121653103222,professor
228,0.03613390828580709,0.00963778663270387,15,stratified,0.026496121653103222,professor
244,0.014440788021954809,0.012055333631148413,15,stratified,0.026496121653103222,professor
260,0.014080086580086526,0.012416035073016696,15,stratified,0.026496121653103222,professor
276,0.023729903004102937,0.002766218649000285,15,stratified,0.026496121653103222,professor
292,0.02622545028769019,0.00027067136541303327,15,stratified,0.026496121653103222,professor
308,0.038227783176762786,0.011731661523659564,15,stratified,0.026496121653103222,professor
324,0.043157198569601984,0.016661076916498763,15,stratified,0.026496121653103222,professor
340,0.03521002756391789,0.008713905910814668,15,stratified,0.026496121653103222,professor
356,0.041331932600008225,0.014835810946905004,15,stratified,0.026496121653103222,professor
372,0.028956591779867757,0.0024604701267645357,15,stratified,0.026496121653103222,professor
388,0.03517175492572644,0.008675633272623218,15,stratified,0.026496121653103222,professor
404,0.038288917623524155,0.011792795970420933,15,stratified,0.026496121653103222,professor
420,0.02710623390770439,0.0006101122546011695,15,stratified,0.026496121653103222,professor
436,0.044920814479637916,0.018424692826534694,15,stratified,0.026496121653103222,professor
452,0.048543914921612696,0.022047793268509475,15,stratified,0.026496121653103222,professor
468,0.050266730175770324,0.023770608522667103,15,stratified,0.026496121653103222,professor
484,0.05460092210982059,0.02810480045671737,15,stratified,0.026496121653103222,professor
500,0.05698828475459172,0.0304921631014885,15,stratified,0.026496121653103222,professor
516,0.057175168817228506,0.030679047164125284,15,stratified,0.026496121653103222,professor
532,0.06753093085663597,0.04103480920353275,15,stratified,0.026496121653103222,professor
548,0.0681603021560887,0.04166418050298548,15,stratified,0.026496121653103222,professor
564,0.059540162562681354,0.03304404090957813,15,stratified,0.026496121653103222,professor
580,0.06260704984216803,0.036110928189064806,15,stratified,0.026496121653103222,professor
596,0.061684165466723395,0.03518804381362017,15,stratified,0.026496121653103222,professor
612,0.06311609910774718,0.03661997745464396,15,stratified,0.026496121653103222,professor
628,0.07137206554682285,0.04487594389371963,15,stratified,0.026496121653103222,professor
644,0.07193278578000417,0.04543666412690095,15,stratified,0.026496121653103222,professor
660,0.0717313679352588,0.04523524628215558,15,stratified,0.026496121653103222,professor
676,0.0705191090307743,0.044022987377671075,15,stratified,0.026496121653103222,professor
692,0.06891192335737573,0.042415801704272504,15,stratified,0.026496121653103222,professor
708,0.06914116072551779,0.04264503907241457,15,stratified,0.026496121653103222,professor
724,0.06874196579567338,0.042245844142570155,15,stratified,0.026496121653103222,professor
740,0.06943993115050417,0.04294380949740095,15,stratified,0.026496121653103222,professor
756,0.05956445184495329,0.03306833019185007,15,stratified,0.026496121653103222,professor
772,0.054370393019525176,0.027874271366421954,15,stratified,0.026496121653103222,professor
788,0.05415635662639884,0.027660234973295617,15,stratified,0.026496121653103222,professor
804,0.0512732404453895,0.02477711879228628,15,stratified,0.026496121653103222,professor
820,0.05158973620796281,0.02509361455485959,15,stratified,0.026496121653103222,professor
836,0.04836260815096416,0.021866486497860937,15,stratified,0.026496121653103222,professor
852,0.05102548017543784,0.02452935852233462,15,stratified,0.026496121653103222,professor
868,0.045918901532970735,0.019422779879867513,15,stratified,0.026496121653103222,professor
884,0.04466325521619108,0.018167133563087856,15,stratified,0.026496121653103222,professor
900,0.03783477389529666,0.011338652242193437,15,stratified,0.026496121653103222,professor
916,0.04390134383833977,0.017405222185236546,15,stratified,0.026496121653103222,professor
932,0.045414074398297144,0.018917952745193922,15,stratified,0.026496121653103222,professor
948,0.04410926186820274,0.01761314021509952,15,stratified,0.026496121653103222,professor
964,0.050457816646546916,0.023961694993443694,15,stratified,0.026496121653103222,professor
980,0.05406930559771739,0.027573183944614166,15,stratified,0.026496121653103222,professor
996,0.05765343325475536,0.031157311601652138,15,stratified,0.026496121653103222,professor
1012,0.06098865478405646,0.03449253313095324,15,stratified,0.026496121653103222,professor
1028,0.05857610129401292,0.032079979640909695,15,stratified,0.026496121653103222,professor
1044,0.06135720092474806,0.034861079271644835,15,stratified,0.026496121653103222,professor
1060,0.06668321506751429,0.04018709341441107,15,stratified,0.026496121653103222,professor
1076,0.06973808863952558,0.04324196698642235,15,stratified,0.026496121653103222,professor
1092,0.05907223287261143,0.03257611121950821,15,stratified,0.026496121653103222,professor
1108,0.05751754678533216,0.03102142513222894,15,stratified,0.026496121653103222,professor
