_step,T_size,err_active,width_abs,iter,h_min,h_max,run_id,seed,strategy,surrogate_batch_size,epochs_opt
14,212,0.029922461366080788,0.11086297035217285,14,-0.05555683374404907,0.05530613660812378,p03ztmpk,60,disagreement,16,10
15,228,0.02456841454448655,0.10818827152252197,15,-0.048865437507629395,0.05932283401489258,p03ztmpk,60,disagreement,16,10
16,244,0.03158704028072312,0.12544167041778564,16,-0.0645107626914978,0.06093090772628784,p03ztmpk,60,disagreement,16,10
17,260,0.022959089135551003,0.10716104507446289,17,-0.04674249887466431,0.060418546199798584,p03ztmpk,60,disagreement,16,10
18,276,0.025550758695029763,0.08588457107543945,18,-0.03869593143463135,0.047188639640808105,p03ztmpk,60,disagreement,16,10
19,292,0.029197937106513527,0.05147427320480347,19,-0.02513796091079712,0.026336312294006348,p03ztmpk,60,disagreement,16,10
20,308,0.024544811105155495,0.04058980941772461,20,-0.015042603015899658,0.02554720640182495,p03ztmpk,60,disagreement,16,10
21,324,0.03587246522846177,0.04487568140029907,21,-0.028513193130493164,0.016362488269805908,p03ztmpk,60,disagreement,16,10
22,340,0.020338660334968117,0.05249887704849243,22,-0.01679098606109619,0.03570789098739624,p03ztmpk,60,disagreement,16,10
23,356,0.020042425250434426,0.04962390661239624,23,-0.015057265758514404,0.034566640853881836,p03ztmpk,60,disagreement,16,10
24,372,0.02754077897014573,0.03776419162750244,24,-0.01662576198577881,0.021138429641723633,p03ztmpk,60,disagreement,16,10
25,388,0.02026528701724961,0.025210797786712646,25,-0.003073573112487793,0.022137224674224854,p03ztmpk,60,disagreement,16,10
26,404,0.02783701405467942,0.0247189998626709,26,-0.010399401187896729,0.01431959867477417,p03ztmpk,60,disagreement,16,10
27,420,0.019796973323249367,0.044597327709198,27,-0.012298524379730225,0.03229880332946777,p03ztmpk,60,disagreement,16,10
28,436,0.020155614470862893,0.021911442279815674,28,-0.0013142228126525879,0.020597219467163086,p03ztmpk,60,disagreement,16,10
29,452,0.01896936283054307,0.015134274959564209,29,0.0032606124877929688,0.018394887447357178,p03ztmpk,60,disagreement,16,10
30,468,0.019283002471351174,0.02964121103286743,30,-0.004306495189666748,0.025334715843200684,p03ztmpk,60,disagreement,16,10
31,484,0.017054951047324685,0.02166152000427246,31,0.0019114017486572266,0.023572921752929688,p03ztmpk,60,disagreement,16,10
32,500,0.02382821426334336,0.022867023944854736,32,-0.005464613437652588,0.01740241050720215,p03ztmpk,60,disagreement,16,10
33,516,0.027955895518683938,0.02162867784500122,33,-0.008973121643066406,0.012655556201934814,p03ztmpk,60,disagreement,16,10
34,532,0.025718724584006813,0.015138983726501465,34,-0.0034911036491394043,0.01164788007736206,p03ztmpk,60,disagreement,16,10
35,548,0.023525035237693337,0.009036779403686523,35,0.001753687858581543,0.010790467262268066,p03ztmpk,60,disagreement,16,10
36,564,0.018483346557044533,0.011995017528533936,36,0.005316257476806641,0.017311275005340576,p03ztmpk,60,disagreement,16,10
37,580,0.031594520663642434,0.02243107557296753,37,-0.013012945652008057,0.009418129920959473,p03ztmpk,60,disagreement,16,10
38,596,0.016656017159842995,0.022819161415100098,38,0.0017315149307250977,0.024550676345825195,p03ztmpk,60,disagreement,16,10
39,612,0.021722978209876564,0.018072903156280518,39,-0.0009623169898986816,0.017110586166381836,p03ztmpk,60,disagreement,16,10
40,628,0.017157858466529397,0.015426337718963623,40,0.004926085472106934,0.020352423191070557,p03ztmpk,60,disagreement,16,10
41,644,0.027313923692130593,0.01578652858734131,41,-0.0054100751876831055,0.010376453399658203,p03ztmpk,60,disagreement,16,10
42,660,0.01916927680911973,0.012096703052520752,42,0.004579484462738037,0.01667618751525879,p03ztmpk,60,disagreement,16,10
43,676,0.016252344703101662,0.019240081310272217,43,0.003924727439880371,0.023164808750152588,p03ztmpk,60,disagreement,16,10
44,692,0.021876579379462746,0.006777465343475342,44,0.004531800746917725,0.011309266090393066,p03ztmpk,60,disagreement,16,10
45,708,0.026236241912269143,0.0067459940910339355,45,0.00018787384033203125,0.006933867931365967,p03ztmpk,60,disagreement,16,10
46,724,0.020717567061805275,0.01552504301071167,46,0.0013170242309570312,0.0168420672416687,p03ztmpk,60,disagreement,16,10
47,740,0.021089768266105202,0.03076469898223877,47,-0.006675004959106445,0.024089694023132324,p03ztmpk,60,disagreement,16,10
48,756,0.02440122351589158,0.015613079071044922,48,-0.0024106502532958984,0.013202428817749023,p03ztmpk,60,disagreement,16,10
49,772,0.022282129382514504,0.030636131763458252,49,-0.007803082466125488,0.022833049297332764,p03ztmpk,60,disagreement,16,10
50,788,0.02299509034099534,0.010495305061340332,50,0.0015543699264526367,0.012049674987792969,p03ztmpk,60,disagreement,16,10
51,804,0.02282825694026902,0.005028486251831055,51,0.004454612731933594,0.009483098983764648,p03ztmpk,60,disagreement,16,10
52,820,0.02633002982082322,0.023478031158447266,52,-0.008271932601928711,0.015206098556518555,p03ztmpk,60,disagreement,16,10
53,836,0.023572867965125588,0.0017966628074645996,53,0.005325913429260254,0.0071225762367248535,p03ztmpk,60,disagreement,16,10
54,852,0.014115011548423317,0.02674996852874756,54,0.002307116985321045,0.029057085514068604,p03ztmpk,60,disagreement,16,10
55,868,0.029714977597617653,0.02496957778930664,55,-0.012402653694152832,0.012566924095153809,p03ztmpk,60,disagreement,16,10
56,884,0.023181980704688576,0.018159210681915283,56,-0.002464473247528076,0.015694737434387207,p03ztmpk,60,disagreement,16,10
57,900,0.027621662473105935,0.019176006317138672,57,-0.007412552833557129,0.011763453483581543,p03ztmpk,60,disagreement,16,10
58,916,0.022876685714149025,0.026193201541900635,58,-0.006176173686981201,0.020017027854919434,p03ztmpk,60,disagreement,16,10
59,932,0.017880564784431008,0.020667612552642822,59,0.0015827417373657227,0.022250354290008545,p03ztmpk,60,disagreement,16,10
60,948,0.028455054616355446,0.0052297115325927734,60,-0.0012727975845336914,0.003956913948059082,p03ztmpk,60,disagreement,16,10
61,964,0.021233653878592995,0.02136099338531494,61,-0.0021170377731323242,0.019243955612182617,p03ztmpk,60,disagreement,16,10
62,980,0.017007773970984963,-0.008597314357757568,62,0.017087996006011963,0.008490681648254395,p03ztmpk,60,disagreement,16,10
63,996,0.012852704381370095,0.019541621208190918,63,0.007173597812652588,0.026715219020843506,p03ztmpk,60,disagreement,16,10
64,1012,0.020312195872687844,-0.008576810359954834,64,0.013773322105407715,0.005196511745452881,p03ztmpk,60,disagreement,16,10
65,1028,0.017347311829947976,0.006496429443359375,65,0.009201586246490479,0.015698015689849854,p03ztmpk,60,disagreement,16,10
66,1044,0.008725738381766823,0.02580583095550537,66,0.008168458938598633,0.033974289894104004,p03ztmpk,60,disagreement,16,10
1,4,0.03376278122986276,1.8725036978721619,1,-0.9299436807632446,0.9425600171089172,xpjzqpi6,66,bo,16,10
2,20,0.027820347157368253,1.855859637260437,2,-0.9156792163848877,0.9401804208755493,xpjzqpi6,66,bo,16,10
3,36,0.009404598084339688,1.8040205240249634,3,-0.8713439106941223,0.9326766133308411,xpjzqpi6,66,bo,16,10
4,52,0.020272018107524326,1.705610752105713,4,-0.7924624085426331,0.9131483435630798,xpjzqpi6,66,bo,16,10
5,68,0.03052946766937692,1.632519543170929,5,-0.8067182898521423,0.8258012533187866,xpjzqpi6,66,bo,16,10
6,84,0.006073413697132657,1.5841362476348877,6,-0.7580705881118774,0.8260656595230103,xpjzqpi6,66,bo,16,10
7,100,0.0365480168732496,1.4580440521240234,7,-0.7254990935325623,0.7325449585914612,xpjzqpi6,66,bo,16,10
8,116,0.04842892130936105,0.39507967233657837,8,-0.20589780807495117,0.1891818642616272,xpjzqpi6,66,bo,16,10
9,132,0.08441254338348825,0.37453383207321167,9,-0.23160851001739502,0.14292532205581665,xpjzqpi6,66,bo,16,10
10,148,0.060779927578816006,0.34338855743408203,10,-0.19240325689315796,0.15098530054092407,xpjzqpi6,66,bo,16,10
11,164,0.05274796327675302,0.2898799180984497,11,-0.1576169729232788,0.1322629451751709,xpjzqpi6,66,bo,16,10
12,180,0.02689009746635873,0.19091260433197021,12,-0.08227545022964478,0.10863715410232544,xpjzqpi6,66,bo,16,10
13,196,0.0330498798760267,0.17541062831878662,13,-0.08068424463272095,0.09472638368606567,xpjzqpi6,66,bo,16,10
14,212,0.03181770285690744,0.1659805178642273,14,-0.07473701238632202,0.09124350547790527,xpjzqpi6,66,bo,16,10
15,228,0.01538756331528146,0.12085968255996704,15,-0.03574645519256592,0.08511322736740112,xpjzqpi6,66,bo,16,10
16,244,0.007475672570118497,0.11048305034637451,16,-0.02264624834060669,0.08783680200576782,xpjzqpi6,66,bo,16,10
17,260,0.026872037258991788,0.0802687406539917,17,-0.026935458183288574,0.053333282470703125,xpjzqpi6,66,bo,16,10
18,276,0.02074342807854135,0.048101067543029785,18,-0.004723012447357178,0.04337805509567261,xpjzqpi6,66,bo,16,10
19,292,0.029180256930241177,0.022324979305267334,19,-0.00027179718017578125,0.022053182125091553,xpjzqpi6,66,bo,16,10
20,308,0.033292917815098355,0.02161198854446411,20,-0.004027962684631348,0.017584025859832764,xpjzqpi6,66,bo,16,10
21,324,0.03015795191849191,0.009620130062103271,21,0.005102932453155518,0.014723062515258789,xpjzqpi6,66,bo,16,10
22,340,0.03309655031288583,0.009732365608215332,22,0.0021082162857055664,0.011840581893920898,xpjzqpi6,66,bo,16,10
23,356,0.036801157799610684,0.011081576347351074,23,-0.002270996570587158,0.008810579776763916,xpjzqpi6,66,bo,16,10
24,372,0.03467574557388742,0.009444177150726318,24,0.0006731152534484863,0.010117292404174805,xpjzqpi6,66,bo,16,10
25,388,0.028192369547733853,0.0010748505592346191,25,0.0113411545753479,0.01241600513458252,xpjzqpi6,66,bo,16,10
26,404,0.029116122332462857,0.010167300701141357,26,0.005871176719665527,0.016038477420806885,xpjzqpi6,66,bo,16,10
27,420,0.027475146857151578,0.003375828266143799,27,0.010907888412475586,0.014283716678619385,xpjzqpi6,66,bo,16,10
28,436,0.023618726340183804,-0.0028252005577087402,28,0.01786482334136963,0.015039622783660889,xpjzqpi6,66,bo,16,10
29,452,0.01913425168121774,0.017792999744415283,29,0.012040197849273682,0.029833197593688965,xpjzqpi6,66,bo,16,10
30,468,0.02429598411644418,0.011022448539733887,30,0.01026374101638794,0.021286189556121826,xpjzqpi6,66,bo,16,10
31,484,0.02810901245201547,0.011963605880737305,31,0.005980134010314941,0.017943739891052246,xpjzqpi6,66,bo,16,10
32,500,0.030929265824207852,0.01166081428527832,32,0.0033112764358520508,0.014972090721130371,xpjzqpi6,66,bo,16,10
33,516,0.031032948103794644,0.013974010944366455,33,0.0020509958267211914,0.016025006771087646,xpjzqpi6,66,bo,16,10
34,532,0.030312178936848233,0.00545954704284668,34,0.00702899694442749,0.01248854398727417,xpjzqpi6,66,bo,16,10
35,548,0.03066241582954843,0.00930798053741455,35,0.004754543304443359,0.01406252384185791,xpjzqpi6,66,bo,16,10
36,564,0.03255992969597299,0.008200407028198242,36,0.003410816192626953,0.011611223220825195,xpjzqpi6,66,bo,16,10
37,580,0.03274181326950509,0.006902635097503662,37,0.0038778185844421387,0.0107804536819458,xpjzqpi6,66,bo,16,10
38,596,0.030314205494770596,-0.0016402006149291992,38,0.010576844215393066,0.008936643600463867,xpjzqpi6,66,bo,16,10
39,612,0.0301662071617933,0.0012617111206054688,39,0.009273886680603027,0.010535597801208496,xpjzqpi6,66,bo,16,10
40,628,0.020143566933521817,-0.011609315872192383,40,0.025732040405273438,0.014122724533081055,xpjzqpi6,66,bo,16,10
41,644,0.023271261063465665,-0.011682748794555664,41,0.02264106273651123,0.010958313941955566,xpjzqpi6,66,bo,16,10
42,660,0.026857344714054654,-0.0027051568031311035,42,0.014566183090209961,0.011861026287078857,xpjzqpi6,66,bo,16,10
43,676,0.022208152619251798,-0.015538573265075684,43,0.025632083415985107,0.010093510150909424,xpjzqpi6,66,bo,16,10
44,692,0.02752065500343759,0.0036324262619018555,44,0.010734081268310547,0.014366507530212402,xpjzqpi6,66,bo,16,10
45,708,0.023161767331013272,-0.008174300193786621,45,0.0209963321685791,0.01282203197479248,xpjzqpi6,66,bo,16,10
46,724,0.02086403807724435,0.001896679401397705,46,0.01825857162475586,0.020155251026153564,xpjzqpi6,66,bo,16,10
47,740,0.02866053423012216,-0.012059926986694336,47,0.017440378665924072,0.005380451679229736,xpjzqpi6,66,bo,16,10
48,756,0.026200531330952237,-0.012854456901550293,48,0.020297646522521973,0.00744318962097168,xpjzqpi6,66,bo,16,10
49,772,0.01970076402748544,0.011845231056213379,49,0.014447569847106934,0.026292800903320312,xpjzqpi6,66,bo,16,10
50,788,0.015115468111881802,0.014597952365875244,50,0.01765650510787964,0.03225445747375488,xpjzqpi6,66,bo,16,10
51,804,0.023151932564625333,-0.005828380584716797,51,0.01983320713043213,0.014004826545715332,xpjzqpi6,66,bo,16,10
52,820,0.02798500498856027,0.00014024972915649414,52,0.012015819549560547,0.012156069278717041,xpjzqpi6,66,bo,16,10
53,836,0.02522766431892831,0.009450316429138184,53,0.01011812686920166,0.019568443298339844,xpjzqpi6,66,bo,16,10
54,852,0.02599799474800546,-0.0034575462341308594,54,0.015801727771759033,0.012344181537628174,xpjzqpi6,66,bo,16,10
55,868,0.014029441681751798,0.031162142753601074,55,0.010460436344146729,0.0416225790977478,xpjzqpi6,66,bo,16,10
56,884,0.030122546759495328,-0.00015121698379516602,56,0.010024011135101318,0.009872794151306152,xpjzqpi6,66,bo,16,10
57,900,0.01872679432953317,0.006164491176605225,57,0.01826190948486328,0.024426400661468506,xpjzqpi6,66,bo,16,10
58,916,0.01201757630432565,0.005670607089996338,58,0.025218069553375244,0.030888676643371582,xpjzqpi6,66,bo,16,10
59,932,0.01858776649559457,0.016855716705322266,59,0.01305532455444336,0.029911041259765625,xpjzqpi6,66,bo,16,10
60,948,0.026723532286533902,-0.0053536295890808105,60,0.016024231910705566,0.010670602321624756,xpjzqpi6,66,bo,16,10
61,964,0.022036193219074796,-0.011296391487121582,61,0.02368295192718506,0.012386560440063477,xpjzqpi6,66,bo,16,10
62,980,0.016683606711277554,-0.0036644339561462402,62,0.02521955966949463,0.02155512571334839,xpjzqpi6,66,bo,16,10
63,996,0.017326562014469693,-0.00357133150100708,63,0.02453005313873291,0.02095872163772583,xpjzqpi6,66,bo,16,10
64,1012,0.009783087578663419,0.02119898796081543,64,0.01968836784362793,0.04088735580444336,xpjzqpi6,66,bo,16,10
65,1028,0.010588465538868497,-0.01165306568145752,65,0.035309016704559326,0.023655951023101807,xpjzqpi6,66,bo,16,10
66,1044,0.025348125306019376,-0.02127969264984131,66,0.025362670421600342,0.004082977771759033,xpjzqpi6,66,bo,16,10
67,1060,0.016384749022373746,0.01788729429244995,67,0.014742553234100342,0.03262984752655029,xpjzqpi6,66,bo,16,10
68,1076,0.020574210492024014,-0.004336118698120117,68,0.021664798259735107,0.01732867956161499,xpjzqpi6,66,bo,16,10
69,1092,0.021469531861195157,-0.005132079124450684,69,0.021167457103729248,0.016035377979278564,xpjzqpi6,66,bo,16,10
70,1108,0.010696826783070157,0.009089469909667969,70,0.024829387664794922,0.03391885757446289,xpjzqpi6,66,bo,16,10
71,1124,0.018269596901783536,-0.0010976791381835938,71,0.022350192070007324,0.02125251293182373,xpjzqpi6,66,bo,16,10
72,1140,0.016478149500736783,-0.01415485143661499,72,0.030670225620269775,0.016515374183654785,xpjzqpi6,66,bo,16,10
73,1156,0.02042427500809152,0.0035379528999328613,73,0.017877697944641113,0.021415650844573975,xpjzqpi6,66,bo,16,10
74,1172,0.017868219223866055,-0.0025365352630615234,74,0.02347099781036377,0.020934462547302246,xpjzqpi6,66,bo,16,10
75,1188,0.022959856596836636,-0.0047646164894104,75,0.019493401050567627,0.014728784561157227,xpjzqpi6,66,bo,16,10
1,4,0.03376278122986276,1.8725036978721619,1,-0.9299436807632446,0.9425600171089172,bi1vbske,66,disagreement,16,10
2,20,0.036699382868656705,1.8544581532478333,2,-0.9238575100898743,0.930600643157959,bi1vbske,66,disagreement,16,10
3,36,0.02286371430481393,1.838569700717926,3,-0.9020776152610779,0.9364920854568481,bi1vbske,66,disagreement,16,10
4,52,0.027656970826038907,1.7859658002853394,4,-0.8805689215660095,0.9053968787193298,bi1vbske,66,disagreement,16,10
5,68,0.25749131878937204,1.1268455386161804,5,-0.7808431386947632,0.34600239992141724,bi1vbske,66,disagreement,16,10
6,84,0.3082030995758863,0.948352575302124,6,-0.7423084378242493,0.20604413747787476,bi1vbske,66,disagreement,16,10
7,100,0.21049636444176156,0.8894190788269043,7,-0.6151349544525146,0.27428412437438965,bi1vbske,66,disagreement,16,10
8,116,0.1288184209736677,0.4761645197868347,8,-0.326829731464386,0.14933478832244873,bi1vbske,66,disagreement,16,10
9,132,0.030174703988185336,0.2698792815208435,9,-0.06469398736953735,0.20518529415130615,bi1vbske,66,disagreement,16,10
10,148,0.05830523213470895,0.3002707362174988,10,-0.16836965084075928,0.1319010853767395,bi1vbske,66,disagreement,16,10
11,164,0.027608989086994717,0.17593753337860107,11,-0.07550680637359619,0.10043072700500488,bi1vbske,66,disagreement,16,10
12,180,0.007559122237315585,0.1805424690246582,12,-0.04264116287231445,0.13790130615234375,bi1vbske,66,disagreement,16,10
13,196,0.022720752564320157,0.11333715915679932,13,-0.03931838274002075,0.07401877641677856,bi1vbske,66,disagreement,16,10
14,212,0.0295367225083204,0.12090539932250977,14,-0.04991847276687622,0.07098692655563354,bi1vbske,66,disagreement,16,10
15,228,0.056734053698429654,0.11900264024734497,15,-0.07616442441940308,0.042838215827941895,bi1vbske,66,disagreement,16,10
16,244,0.03435265859688241,0.04332160949707031,16,-0.015942513942718506,0.027379095554351807,bi1vbske,66,disagreement,16,10
17,260,0.030775068608173917,0.035451650619506836,17,-0.008429944515228271,0.027021706104278564,bi1vbske,66,disagreement,16,10
18,276,0.02310916623199899,0.04081970453262329,18,-0.0034480690956115723,0.03737163543701172,bi1vbske,66,disagreement,16,10
19,292,0.0262711032303663,0.046353936195373535,19,-0.009377121925354004,0.03697681427001953,bi1vbske,66,disagreement,16,10
20,308,0.016670642701038907,0.021976113319396973,20,0.01241225004196167,0.03438836336135864,bi1vbske,66,disagreement,16,10
21,324,0.01578649720276315,0.026714980602264404,21,0.010926961898803711,0.037641942501068115,bi1vbske,66,disagreement,16,10
22,340,0.01619174918259103,0.012656629085540771,22,0.017550885677337646,0.030207514762878418,bi1vbske,66,disagreement,16,10
23,356,0.02832314213837106,0.024041950702667236,23,-0.00027316808700561523,0.02376878261566162,bi1vbske,66,disagreement,16,10
24,372,0.019575773087391446,0.03483748435974121,24,0.0030764341354370117,0.03791391849517822,bi1vbske,66,disagreement,16,10
25,388,0.017284749356159756,0.005609989166259766,25,0.019981205463409424,0.02559119462966919,bi1vbske,66,disagreement,16,10
26,404,0.02080768188560922,0.01594412326812744,26,0.011291205883026123,0.027235329151153564,bi1vbske,66,disagreement,16,10
27,420,0.020871727076420377,0.02934807538986206,27,0.004525184631347656,0.03387326002120972,bi1vbske,66,disagreement,16,10
28,436,0.018226770964512418,0.023521840572357178,28,0.010083258152008057,0.033605098724365234,bi1vbske,66,disagreement,16,10
29,452,0.018919406739124844,0.019947528839111328,29,0.011177778244018555,0.031125307083129883,bi1vbske,66,disagreement,16,10
30,468,0.01796746095741708,0.028836607933044434,30,0.007685184478759766,0.0365217924118042,bi1vbske,66,disagreement,16,10
31,484,0.019246040192493985,-0.0005452632904052734,31,0.021097540855407715,0.02055227756500244,bi1vbske,66,disagreement,16,10
32,500,0.008053897229084561,0.009982943534851074,32,0.027025580406188965,0.03700852394104004,bi1vbske,66,disagreement,16,10
33,516,0.013158677426228116,-0.009173750877380371,33,0.03149914741516113,0.02232539653778076,bi1vbske,66,disagreement,16,10
34,532,0.016897736397633145,-0.0054514408111572266,34,0.02589893341064453,0.020447492599487305,bi1vbske,66,disagreement,16,10
35,548,0.009444622603306363,0.021886765956878662,35,0.01968294382095337,0.04156970977783203,bi1vbske,66,disagreement,16,10
36,564,0.017726330366978238,0.013505876064300537,36,0.015591681003570557,0.029097557067871094,bi1vbske,66,disagreement,16,10
37,580,0.018205968943485806,-0.010464012622833252,37,0.027096986770629883,0.01663297414779663,bi1vbske,66,disagreement,16,10
38,596,0.014663366881260465,-0.019250690937042236,38,0.03503292798995972,0.01578223705291748,bi1vbske,66,disagreement,16,10
39,612,0.020324616042027066,-0.0003699660301208496,39,0.019931316375732422,0.019561350345611572,bi1vbske,66,disagreement,16,10
40,628,0.013013331499943326,-0.01082533597946167,40,0.03247028589248657,0.021644949913024902,bi1vbske,66,disagreement,16,10
41,644,0.018509833422550748,-0.003812253475189209,41,0.02346724271774292,0.01965498924255371,bi1vbske,66,disagreement,16,10
42,660,0.019015429821858,-0.01740121841430664,42,0.029756128787994385,0.012354910373687744,bi1vbske,66,disagreement,16,10
43,676,0.010557918158421109,-0.005848109722137451,43,0.03243708610534668,0.02658897638320923,bi1vbske,66,disagreement,16,10
44,692,0.013295380679020474,-0.009515583515167236,44,0.03153336048126221,0.02201777696609497,bi1vbske,66,disagreement,16,10
45,708,0.005644409266361783,0.006676614284515381,45,0.03108823299407959,0.03776484727859497,bi1vbske,66,disagreement,16,10
46,724,0.025813548174748013,0.005770981311798096,46,0.011371910572052002,0.017142891883850098,bi1vbske,66,disagreement,16,10
47,740,0.015217839089283536,0.01974785327911377,47,0.014979183673858643,0.03472703695297241,bi1vbske,66,disagreement,16,10
