t_size,delta_auc,abs_error_roc_auc_diff,seed,strategy,true_delta
36,-0.012499999999999956,0.1607000343798366,13,bo,0.14820003437983664
52,0.04804195804195799,0.10015807633787865,13,bo,0.14820003437983664
68,0.1001238344988345,0.048076199881002146,13,bo,0.14820003437983664
84,0.12682748538011696,0.021372548999719687,13,bo,0.14820003437983664
100,0.05555555555555547,0.09264447882428117,13,bo,0.14820003437983664
116,0.08418367346938782,0.06401636091044882,13,bo,0.14820003437983664
132,0.09197085084033624,0.056229183539500405,13,bo,0.14820003437983664
148,-0.0038871635610767674,0.1520871979409134,13,bo,0.14820003437983664
164,0.009358409246743138,0.1388416251330935,13,bo,0.14820003437983664
180,0.003211517165005451,0.1449885172148312,13,bo,0.14820003437983664
196,0.01330085389491309,0.13489918048492355,13,bo,0.14820003437983664
212,0.011382055682685022,0.13681797869715162,13,bo,0.14820003437983664
228,0.013818726503759482,0.13438130787607716,13,bo,0.14820003437983664
244,0.05658695927013768,0.09161307510969896,13,bo,0.14820003437983664
260,0.060453761831537944,0.0877462725482987,13,bo,0.14820003437983664
276,0.08869805884137105,0.05950197553846559,13,bo,0.14820003437983664
292,0.08518829334507305,0.06301174103476359,13,bo,0.14820003437983664
308,0.07943095551791213,0.06876907886192452,13,bo,0.14820003437983664
324,0.08997977569406135,0.058220258685775295,13,bo,0.14820003437983664
340,0.11194492792430955,0.0362551064555271,13,bo,0.14820003437983664
356,0.11474698440717856,0.03345304997265808,13,bo,0.14820003437983664
372,0.12916468903693124,0.019035345342905408,13,bo,0.14820003437983664
388,0.13929026110158205,0.008909773278254596,13,bo,0.14820003437983664
404,0.13217288011695905,0.016027154262877596,13,bo,0.14820003437983664
420,0.15214258990370488,0.003942555523868241,13,bo,0.14820003437983664
436,0.17663941416388584,0.0284393797840492,13,bo,0.14820003437983664
452,0.16723461037958487,0.019034575999748227,13,bo,0.14820003437983664
468,0.1552054621315434,0.007005427751706761,13,bo,0.14820003437983664
484,0.164512445027151,0.016312410647314368,13,bo,0.14820003437983664
500,0.1763776664511959,0.02817763207135926,13,bo,0.14820003437983664
516,0.16731625384490856,0.019116219465071915,13,bo,0.14820003437983664
532,0.16926904683917454,0.0210690124593379,13,bo,0.14820003437983664
548,0.15526927902581034,0.0070692446459736935,13,bo,0.14820003437983664
564,0.15388699414710172,0.005686959767265076,13,bo,0.14820003437983664
580,0.16992969149719728,0.021729657117360635,13,bo,0.14820003437983664
596,0.17181820154735938,0.02361816716752274,13,bo,0.14820003437983664
612,0.1702418568211771,0.022041822441340453,13,bo,0.14820003437983664
628,0.17049952205361074,0.0222994876737741,13,bo,0.14820003437983664
644,0.1691878095668483,0.02098777518701167,13,bo,0.14820003437983664
660,0.173057998232231,0.02485796385239436,13,bo,0.14820003437983664
676,0.16334129058438673,0.015141256204550091,13,bo,0.14820003437983664
692,0.1549913155262641,0.006791281146427464,13,bo,0.14820003437983664
708,0.1483032098895063,0.00010317550966965072,13,bo,0.14820003437983664
724,0.13990724788316977,0.00829278649666687,13,bo,0.14820003437983664
740,0.1538279864318577,0.005627952052021046,13,bo,0.14820003437983664
756,0.16565633666055135,0.01745630228071471,13,bo,0.14820003437983664
772,0.16436788990033624,0.016167855520499597,13,bo,0.14820003437983664
788,0.16531046481481781,0.017110430434981172,13,bo,0.14820003437983664
804,0.1637207565362585,0.015520722156421862,13,bo,0.14820003437983664
