t_size,delta_auc,abs_error_roc_auc_diff,seed,strategy,true_delta
52,0.2397058823529411,0.09848925233364425,13,random,0.14121663001929685
68,0.11858974358974361,0.02262688642955324,13,random,0.14121663001929685
84,-0.2723076923076923,0.41352432232698916,13,random,0.14121663001929685
100,-0.22552083333333334,0.3667374633526302,13,random,0.14121663001929685
116,-0.19677996422182464,0.3379965942411215,13,random,0.14121663001929685
132,-0.008787878787878844,0.1500045088071757,13,random,0.14121663001929685
148,0.05532212885154064,0.08589450116775621,13,random,0.14121663001929685
164,0.06742334615005424,0.07379328386924261,13,random,0.14121663001929685
180,0.12310991467810384,0.018106715341193014,13,random,0.14121663001929685
196,0.22965897507181904,0.08844234505252219,13,random,0.14121663001929685
212,0.2121462360329499,0.07092960601365306,13,random,0.14121663001929685
228,0.21473395026026604,0.07351732024096919,13,random,0.14121663001929685
244,0.22823489010989,0.08701826009059316,13,random,0.14121663001929685
260,0.23542381616484342,0.09420718614554657,13,random,0.14121663001929685
276,0.29311369270801313,0.15189706268871628,13,random,0.14121663001929685
292,0.2857360627177701,0.14451943269847323,13,random,0.14121663001929685
308,0.3192705167173252,0.17805388669802835,13,random,0.14121663001929685
324,0.324358805445762,0.18314217542646516,13,random,0.14121663001929685
340,0.3499152443086775,0.20869861428938064,13,random,0.14121663001929685
356,0.3752178829529532,0.23400125293365637,13,random,0.14121663001929685
372,0.3967298603127371,0.25551323029344025,13,random,0.14121663001929685
388,0.3593508917190198,0.21813426169972294,13,random,0.14121663001929685
404,0.3472809767365121,0.20606434671721524,13,random,0.14121663001929685
420,0.3400323391608795,0.19881570914158264,13,random,0.14121663001929685
436,0.3484147025813694,0.20719807256207257,13,random,0.14121663001929685
452,0.35280150791961823,0.21158487790032138,13,random,0.14121663001929685
468,0.3291495399946321,0.18793290997533524,13,random,0.14121663001929685
484,0.3129582184999866,0.17174158848068977,13,random,0.14121663001929685
500,0.30155371230793265,0.1603370822886358,13,random,0.14121663001929685
516,0.29189229803654604,0.1506756680172492,13,random,0.14121663001929685
532,0.2852469497975679,0.14403031977827102,13,random,0.14121663001929685
548,0.2907636025075104,0.14954697248821353,13,random,0.14121663001929685
564,0.2752703692420004,0.13405373922270353,13,random,0.14121663001929685
580,0.2626115941479823,0.12139496412868545,13,random,0.14121663001929685
596,0.2518354258073911,0.11061879578809425,13,random,0.14121663001929685
612,0.2610079412528738,0.11979131123357695,13,random,0.14121663001929685
628,0.25742029268243605,0.1162036626631392,13,random,0.14121663001929685
644,0.2650298350298348,0.12381320501053794,13,random,0.14121663001929685
660,0.27045393120802647,0.12923730118872961,13,random,0.14121663001929685
676,0.26064749866888903,0.11943086864959218,13,random,0.14121663001929685
692,0.2594826447295951,0.11826601471029824,13,random,0.14121663001929685
708,0.26626478974428064,0.1250481597249838,13,random,0.14121663001929685
724,0.270611370322992,0.12939474030369513,13,random,0.14121663001929685
740,0.2649070847125292,0.12369045469323237,13,random,0.14121663001929685
756,0.2675348561745632,0.12631822615526633,13,random,0.14121663001929685
772,0.26570088461540486,0.12448425459610801,13,random,0.14121663001929685
788,0.26192479090708715,0.1207081608877903,13,random,0.14121663001929685
804,0.2629603074520765,0.12174367743277964,13,random,0.14121663001929685
820,0.25487081699401043,0.11365418697471358,13,random,0.14121663001929685
836,0.24192240121490044,0.10070577119560359,13,random,0.14121663001929685
852,0.24497830174163893,0.10376167172234207,13,random,0.14121663001929685
868,0.2517062122519413,0.11048958223264443,13,random,0.14121663001929685
884,0.251081281426109,0.10986465140681217,13,random,0.14121663001929685
900,0.26066797785547774,0.11945134783618089,13,random,0.14121663001929685
916,0.2684101878126931,0.12719355779339625,13,random,0.14121663001929685
932,0.2609990076857547,0.11978237766645783,13,random,0.14121663001929685
948,0.27291250337564116,0.1316958733563443,13,random,0.14121663001929685
964,0.2660385371296841,0.12482190711038726,13,random,0.14121663001929685
980,0.26643282774733945,0.1252161977280426,13,random,0.14121663001929685
996,0.2590445653253536,0.11782793530605673,13,random,0.14121663001929685
1012,0.2646680502135762,0.12345142019427935,13,random,0.14121663001929685
1028,0.26564666326606845,0.1244300332467716,13,random,0.14121663001929685
1044,0.2684117040392682,0.12719507401997132,13,random,0.14121663001929685
1060,0.2650832312476723,0.12386660122837545,13,random,0.14121663001929685
1076,0.2572156434023539,0.11599901338305707,13,random,0.14121663001929685
1092,0.24860836959843857,0.10739173957914172,13,random,0.14121663001929685
1108,0.2546714361079299,0.11345480608863306,13,random,0.14121663001929685
1124,0.2414880415795747,0.10027141156027786,13,random,0.14121663001929685
1140,0.24348279196747236,0.1022661619481755,13,random,0.14121663001929685
1156,0.23412869611075549,0.09291206609145863,13,random,0.14121663001929685
1172,0.2318552514041236,0.09063862138482676,13,random,0.14121663001929685
1188,0.23241590293993186,0.09119927292063501,13,random,0.14121663001929685
1204,0.23583828708897792,0.09462165706968106,13,random,0.14121663001929685
1220,0.2266663179758256,0.08544968795652874,13,random,0.14121663001929685
1236,0.22366433733278018,0.08244770731348333,13,random,0.14121663001929685
1252,0.23048411174098876,0.08926748172169191,13,random,0.14121663001929685
1268,0.22400491046409216,0.0827882804447953,13,random,0.14121663001929685
1284,0.21844654894529936,0.0772299189260025,13,random,0.14121663001929685
1300,0.22119535029278686,0.07997872027349001,13,random,0.14121663001929685
1316,0.22657235040961254,0.08535572039031569,13,random,0.14121663001929685
1332,0.23094458937116646,0.08972795935186961,13,random,0.14121663001929685
1348,0.23383215463214246,0.09261552461284561,13,random,0.14121663001929685
1364,0.23244566642920605,0.0912290364099092,13,random,0.14121663001929685
1380,0.22992035149051704,0.08870372147122019,13,random,0.14121663001929685
1396,0.23860143650023385,0.097384806480937,13,random,0.14121663001929685
1412,0.24513872443327733,0.10392209441398048,13,random,0.14121663001929685
1428,0.25120971030185074,0.10999308028255389,13,random,0.14121663001929685
1444,0.24528236090356903,0.10406573088427218,13,random,0.14121663001929685
1460,0.24645518369963382,0.10523855368033697,13,random,0.14121663001929685
1476,0.252286769622211,0.11107013960291418,13,random,0.14121663001929685
1492,0.24930567589587765,0.1080890458765808,13,random,0.14121663001929685
1508,0.24045899972792417,0.09924236970862732,13,random,0.14121663001929685
1524,0.2425572223940613,0.10134059237476445,13,random,0.14121663001929685
1540,0.2425212187382187,0.10130458871892184,13,random,0.14121663001929685
1556,0.242717387242461,0.10150075722316415,13,random,0.14121663001929685
1572,0.2418104668188576,0.10059383679956074,13,random,0.14121663001929685
1588,0.2475315243187261,0.10631489429942925,13,random,0.14121663001929685
1604,0.25023308867381394,0.10901645865451709,13,random,0.14121663001929685
1620,0.25349554357751897,0.11227891355822212,13,random,0.14121663001929685
1636,0.2554680790451319,0.11425144902583506,13,random,0.14121663001929685
1652,0.2546810502259862,0.11346442020668934,13,random,0.14121663001929685
1668,0.25426938914417685,0.11305275912488,13,random,0.14121663001929685
1684,0.25049977162117776,0.1092831416018809,13,random,0.14121663001929685
1700,0.24785042881818875,0.1066337987988919,13,random,0.14121663001929685
1716,0.24562353826863997,0.10440690824934312,13,random,0.14121663001929685
1732,0.24099838267508666,0.09978175265578981,13,random,0.14121663001929685
1748,0.23689088556301907,0.09567425554372222,13,random,0.14121663001929685
1764,0.23465740648573225,0.0934407764664354,13,random,0.14121663001929685
1780,0.23385699522094433,0.09264036520164748,13,random,0.14121663001929685
1796,0.23145680502364707,0.09024017500435022,13,random,0.14121663001929685
1812,0.23121825069919422,0.09000162067989737,13,random,0.14121663001929685
1828,0.23260677746557523,0.09139014744627838,13,random,0.14121663001929685
1844,0.23391368299676363,0.09269705297746678,13,random,0.14121663001929685
1860,0.2335020741053862,0.09228544408608935,13,random,0.14121663001929685
1876,0.2339031307306328,0.09268650071133594,13,random,0.14121663001929685
1892,0.23497210768176224,0.09375547766246539,13,random,0.14121663001929685
