t_size,delta_auc,abs_error_roc_auc_diff,seed,strategy,true_delta
52,0.5357142857142856,0.3849631370588825,6,power,0.15075114865540307
68,0.5523809523809524,0.40162980372554935,6,power,0.15075114865540307
84,0.27938034188034194,0.12862919322493888,6,power,0.15075114865540307
100,0.07389162561576357,0.0768595230396395,6,power,0.15075114865540307
116,0.09718614718614721,0.05356500146925586,6,power,0.15075114865540307
132,0.03624661246612465,0.11450453618927842,6,power,0.15075114865540307
148,0.0863642697881829,0.06438687886722017,6,power,0.15075114865540307
164,0.05028985507246375,0.10046129358293931,6,power,0.15075114865540307
180,0.0612746327032041,0.08947651595219897,6,power,0.15075114865540307
196,0.05935759580920874,0.09139355284619433,6,power,0.15075114865540307
212,0.038273895416752635,0.11247725323865043,6,power,0.15075114865540307
228,0.057533665010091495,0.09321748364531157,6,power,0.15075114865540307
244,0.022435897435897467,0.1283152512195056,6,power,0.15075114865540307
260,0.032436494025871454,0.11831465462953161,6,power,0.15075114865540307
276,0.027255602967746873,0.1234955456876562,6,power,0.15075114865540307
292,0.025537634408602128,0.12521351424680094,6,power,0.15075114865540307
308,0.04598634788180256,0.10476480077360051,6,power,0.15075114865540307
324,0.0697826688815062,0.08096847977389687,6,power,0.15075114865540307
340,0.04910324358702567,0.1016479050683774,6,power,0.15075114865540307
356,0.11353449908465374,0.03721664957074933,6,power,0.15075114865540307
372,0.10307121205300196,0.04767993660240111,6,power,0.15075114865540307
388,0.11925393797686445,0.03149721067853861,6,power,0.15075114865540307
404,0.14427945205927606,0.006471696596127008,6,power,0.15075114865540307
420,0.10914624404895035,0.04160490460645272,6,power,0.15075114865540307
436,0.1259111449431385,0.02484000371226458,6,power,0.15075114865540307
452,0.12613624984906446,0.024614898806338603,6,power,0.15075114865540307
468,0.11255671506352083,0.03819443359188224,6,power,0.15075114865540307
484,0.12762022874466028,0.023130919910742787,6,power,0.15075114865540307
500,0.10983451591595428,0.04091663273944879,6,power,0.15075114865540307
516,0.09535202558984202,0.05539912306556105,6,power,0.15075114865540307
532,0.1035237294693725,0.04722741918603057,6,power,0.15075114865540307
548,0.10891444463714683,0.04183670401825623,6,power,0.15075114865540307
564,0.09836098624914646,0.0523901624062566,6,power,0.15075114865540307
580,0.11523802964630336,0.0355131190090997,6,power,0.15075114865540307
596,0.12578481732288205,0.02496633133252102,6,power,0.15075114865540307
612,0.11211808367071519,0.03863306498468788,6,power,0.15075114865540307
628,0.10640781669059318,0.044343331964809884,6,power,0.15075114865540307
644,0.10822851627751573,0.04252263237788734,6,power,0.15075114865540307
660,0.11006887994924786,0.04068226870615521,6,power,0.15075114865540307
676,0.08516723197153897,0.0655839166838641,6,power,0.15075114865540307
692,0.08833819328153325,0.062412955373869816,6,power,0.15075114865540307
708,0.08707312792116573,0.06367802073423734,6,power,0.15075114865540307
724,0.0891748952066792,0.06157625344872386,6,power,0.15075114865540307
740,0.08633315443165024,0.06441799422375283,6,power,0.15075114865540307
756,0.09030917224455226,0.060441976410850806,6,power,0.15075114865540307
772,0.09052656417210048,0.06022458448330259,6,power,0.15075114865540307
788,0.10330134743274277,0.04744980122266029,6,power,0.15075114865540307
804,0.09882872199375337,0.0519224266616497,6,power,0.15075114865540307
820,0.08170413976287427,0.0690470088925288,6,power,0.15075114865540307
836,0.08048653706340847,0.0702646115919946,6,power,0.15075114865540307
852,0.07116319006904204,0.07958795858636103,6,power,0.15075114865540307
868,0.06808253700392641,0.08266861165147665,6,power,0.15075114865540307
884,0.0628644421654091,0.08788670648999397,6,power,0.15075114865540307
900,0.08029671334734945,0.07045443530805362,6,power,0.15075114865540307
916,0.07992147163926866,0.0708296770161344,6,power,0.15075114865540307
932,0.08117759526211077,0.0695735533932923,6,power,0.15075114865540307
948,0.08538593128465144,0.06536521737075163,6,power,0.15075114865540307
964,0.08686560966848278,0.06388553898692029,6,power,0.15075114865540307
980,0.07400529072165563,0.07674585793374744,6,power,0.15075114865540307
996,0.062293508908950024,0.08845763974645304,6,power,0.15075114865540307
1012,0.07476951888359695,0.07598162977180611,6,power,0.15075114865540307
1028,0.08654615886815586,0.0642049897872472,6,power,0.15075114865540307
1044,0.09841393660465259,0.05233721205075048,6,power,0.15075114865540307
1060,0.09139947510822521,0.05935167354717785,6,power,0.15075114865540307
1076,0.08242149424567635,0.06832965440972671,6,power,0.15075114865540307
1092,0.079654628251567,0.07109652040383607,6,power,0.15075114865540307
1108,0.08204523360210436,0.0687059150532987,6,power,0.15075114865540307
1124,0.07897120247476674,0.07177994618063632,6,power,0.15075114865540307
1140,0.07647451785314463,0.07427663080225844,6,power,0.15075114865540307
1156,0.09198808740214848,0.05876306125325459,6,power,0.15075114865540307
1172,0.0904697664207551,0.06028138223464796,6,power,0.15075114865540307
1188,0.08738980902253046,0.0633613396328726,6,power,0.15075114865540307
